user_id,food,review,rating,count_search,count_order,side_dish,visit_time,day_of_week,price_range,food_category,is_recommended,loyalty_level,keyword,regarding_food,weather,group_size,location_type
10,Gà Rán,5,4.36,27,19,Coca,Trưa,Thứ 5,Trung bình,Món chính,1,Regular,lạ,Khẩu phần hơi ít,Lạnh,Gia đình,Mang về
10,Gà Nướng Muối Ớt,1,1.12,30,8,N/A,Tối,Thứ 3,Thấp,Món chính,1,New,nóng,Trang trí đẹp,Mát Mẻ,Một mình,Giao tận nơi
10,Sushi Cá Hồi,4,4.18,8,8,Wasabi,Khuya,Thứ 7,Trung bình,Món chính,1,New,sạch,Sẽ quay lại,Mưa,Nhóm bạn,Tại quán
10,Gỏi Bò,5,4.33,2,2,N/A,Trưa,Chủ Nhật,Thấp,Món chính,0,VIP,đậm đà,Nguyên liệu tươi,Nắng,Nhóm bạn,Tại quán
10,Cá Kho Tộ,4,2.95,10,3,N/A,Tối,Thứ 5,Trung bình,Món chính,0,New,giòn,Không hợp khẩu vị,Mát Mẻ,Cặp đôi,Tại quán
10,Pizza Phô Mai,5,4.09,21,12,N/A,Tối,Thứ 4,Cao,Món chính,0,Regular,nhiều topping,Giá cả hợp lý,Nắng,Cặp đôi,Tại quán
11,Cà Phê Sữa Đá,1,0.93,29,5,Bánh Mì,Tối,Thứ 3,Trung bình,Đồ uống,1,New,nhanh,Sẽ quay lại,Mát Mẻ,Gia đình,Tại quán
11,Gà Rán,1,1.46,13,6,Khoai Tây Chiên,Chiều,Thứ 5,Thấp,Món chính,1,Regular,ngon,Nguyên liệu tươi,Lạnh,Một mình,Tại quán
11,Thịt Kho Tàu,5,4.54,12,10,N/A,Chiều,Thứ 3,Trung bình,Món chính,0,New,nóng,Khẩu phần hơi ít,Nắng,Cặp đôi,Giao tận nơi
11,Đậu Hũ Sốt Cà,3,3.2,29,21,N/A,Sáng,Thứ 5,Thấp,Món chính,0,VIP,nhiều topping,Phù hợp ăn tối,Lạnh,Một mình,Giao tận nơi
11,Sinh Tố Bơ,4,3.73,5,4,N/A,Khuya,Thứ 6,Cao,Đồ uống,0,VIP,rẻ,Khẩu phần hơi ít,Mưa,Cặp đôi,Tại quán
11,Cà Ri Gà,4,4,14,12,Bánh Mì,Tối,Thứ 3,Thấp,Món chính,1,New,béo,Nước chấm đậm đà,Mát Mẻ,Một mình,Giao tận nơi
11,Gỏi Cuốn,3,3.13,11,8,Đậu Phộng,Sáng,Chủ Nhật,Cao,Khai vị,1,New,đậm đà,Khẩu phần hơi ít,Mát Mẻ,Nhóm bạn,Mang về
11,Nem Rán,4,3.83,13,10,Tương Ớt,Chiều,Thứ 7,Trung bình,Khai vị,1,Regular,đậm đà,Không hợp khẩu vị,Nắng,Nhóm bạn,Giao tận nơi
11,Soup Ngô,5,4.29,16,11,Bánh Mì,Khuya,Thứ 4,Trung bình,Khai vị,1,Regular,ngon,Phục vụ nhanh,Mát Mẻ,Gia đình,Tại quán
11,Mực Chiên Giòn,3,3,4,3,N/A,Chiều,Thứ 4,Trung bình,Món chính,0,New,thơm,Nước chấm đậm đà,Mát Mẻ,Nhóm bạn,Giao tận nơi
11,Steak Bò Mỹ,4,3.64,20,13,Rượu Vang,Trưa,Chủ Nhật,Cao,Món chính,1,VIP,ngon,Phục vụ nhanh,Lạnh,Một mình,Mang về
11,Bánh Canh Tôm,5,3.77,30,12,N/A,Sáng,Thứ 5,Trung bình,Món chính,0,Regular,cay,Sẽ quay lại,Nắng,Nhóm bạn,Tại quán
11,Kem Dừa,5,4.09,10,6,N/A,Khuya,Thứ 4,Cao,Tráng miệng,1,VIP,thơm,Khẩu phần hơi ít,Mưa,Nhóm bạn,Giao tận nơi
11,Trà Xanh Macchiato,4,3.92,20,16,N/A,Sáng,Thứ 7,Cao,Đồ uống,1,VIP,mặn,Món này rất ngon,Lạnh,Một mình,Giao tận nơi
11,Mì Ý Bò Bằm,2,1.2,22,0,Coca,Sáng,Thứ 5,Trung bình,Món chính,0,VIP,rẻ,Nước chấm đậm đà,Mát Mẻ,Gia đình,Tại quán
11,Cá Kho Tộ,4,3.8,9,7,N/A,Trưa,Thứ 2,Trung bình,Món chính,0,New,béo,Món này rất ngon,Mưa,Gia đình,Tại quán
11,Gà Rán,5,4.92,24,24,Coca,Khuya,Thứ 5,Trung bình,Món chính,0,Regular,rẻ,Trang trí đẹp,Mát Mẻ,Gia đình,Tại quán
11,Bánh Plan Trà Xanh,4,2.66,22,3,N/A,Sáng,Thứ 3,Trung bình,Tráng miệng,0,New,ngon,Trang trí đẹp,Lạnh,Một mình,Mang về
11,Sinh Tố Bơ,4,2.4,7,0,N/A,Chiều,Thứ 5,Cao,Đồ uống,0,VIP,sạch,Nguyên liệu tươi,Mưa,Một mình,Tại quán
11,Trà Đào Cam Sả,4,2.55,12,1,Bánh Ngọt,Chiều,Thứ 2,Thấp,Đồ uống,1,VIP,sạch,Phù hợp ăn tối,Mát Mẻ,Nhóm bạn,Mang về
11,Canh Chua Cá,1,0.6,7,0,N/A,Sáng,Chủ Nhật,Thấp,Món chính,0,New,lạ,Giá cả hợp lý,Nắng,Cặp đôi,Mang về
11,Sushi Cá Hồi,3,1.94,27,2,Wasabi,Trưa,Thứ 2,Thấp,Món chính,1,New,ngon,Trang trí đẹp,Mưa,Cặp đôi,Tại quán
11,Bánh Cuốn,5,3,2,0,Chả Quế,Trưa,Thứ 7,Cao,Món chính,1,Regular,nóng,Nguyên liệu tươi,Mát Mẻ,Một mình,Mang về
11,Cơm Chiên Hải Sản,4,3.71,25,17,Canh Rong Biển,Tối,Thứ 4,Trung bình,Món chính,1,New,thơm,Sẽ quay lại,Nắng,Cặp đôi,Giao tận nơi
11,Cơm Chiên Hải Sản,5,4,3,2,Canh Rong Biển,Chiều,Thứ 3,Cao,Món chính,0,Regular,cay,Giá cả hợp lý,Lạnh,Một mình,Tại quán
11,Hotdog Xúc Xích,1,0.7,20,1,Khoai Tây Chiên,Trưa,Thứ 5,Thấp,Món chính,1,VIP,rẻ,Giá cả hợp lý,Nắng,Một mình,Tại quán
11,Khoai Tây Lắc Phô Mai,3,3.24,17,13,N/A,Sáng,Thứ 5,Cao,Khai vị,0,New,ngon,Giá cả hợp lý,Nắng,Một mình,Tại quán
11,Khoai Tây Chiên,3,1.87,28,1,N/A,Tối,Chủ Nhật,Thấp,Món chính,1,New,đặc sản,Sẽ quay lại,Nắng,Gia đình,Mang về
11,Soup Ngô,4,2.58,10,1,Bánh Mì,Chiều,Thứ 6,Thấp,Khai vị,0,New,sạch,Món này rất ngon,Mưa,Gia đình,Tại quán
11,Khoai Tây Lắc Phô Mai,4,3.98,23,19,N/A,Chiều,Thứ 2,Cao,Khai vị,0,VIP,lạ,Sẽ quay lại,Mát Mẻ,Một mình,Tại quán
11,Cơm Chiên Hải Sản,3,3.13,14,10,Canh Rong Biển,Trưa,Thứ 2,Cao,Món chính,1,New,béo,Trang trí đẹp,Mưa,Cặp đôi,Giao tận nơi
11,Trà Đào Cam Sả,4,4.14,30,27,Bánh Ngọt,Sáng,Thứ 2,Trung bình,Đồ uống,0,Regular,đậm đà,Sẽ quay lại,Mát Mẻ,Nhóm bạn,Mang về
11,Spaghetti Carbonara,3,2.2,14,3,N/A,Trưa,Thứ 7,Cao,Món chính,1,VIP,giòn,Phục vụ nhanh,Mưa,Gia đình,Giao tận nơi
11,Hotdog Xúc Xích,4,3.9,7,6,Khoai Tây Chiên,Khuya,Thứ 4,Trung bình,Món chính,1,New,lạ,Nguyên liệu tươi,Mát Mẻ,Cặp đôi,Mang về
11,Cà Phê Sữa Đá,4,3.4,1,1,Bánh Ngọt,Chiều,Chủ Nhật,Cao,Đồ uống,1,New,thơm,Sẽ quay lại,Lạnh,Nhóm bạn,Tại quán
12,Sườn Xào Chua Ngọt,2,1.2,2,0,N/A,Khuya,Chủ Nhật,Trung bình,Món chính,0,New,nhiều topping,Giá cả hợp lý,Nắng,Cặp đôi,Mang về
12,Gỏi Bò,1,1.03,13,3,N/A,Tối,Thứ 3,Thấp,Món chính,0,New,mềm,Nguyên liệu tươi,Mưa,Gia đình,Giao tận nơi
12,Pizza Phô Mai,4,3.4,7,4,N/A,Sáng,Chủ Nhật,Trung bình,Món chính,1,New,rẻ,Nước chấm đậm đà,Mưa,Một mình,Giao tận nơi
12,Pizza Hải Sản,3,2.8,1,1,Garlic Bread,Sáng,Chủ Nhật,Cao,Món chính,0,Regular,béo,Trang trí đẹp,Lạnh,Một mình,Mang về
12,Cơm Chiên Trứng,5,3.09,22,1,N/A,Tối,Thứ 5,Thấp,Món chính,1,VIP,thơm,Sẽ quay lại,Mưa,Một mình,Mang về
12,Cơm Gà Hải Nam,5,4.93,26,26,Trà Đá,Khuya,Thứ 3,Trung bình,Món chính,1,Regular,đậm đà,Không hợp khẩu vị,Lạnh,Nhóm bạn,Giao tận nơi
12,Bánh Flan,4,3.51,8,5,N/A,Chiều,Thứ 3,Trung bình,Tráng miệng,1,New,thơm,Món này rất ngon,Lạnh,Nhóm bạn,Mang về
12,Cơm Chiên Hải Sản,3,2.76,24,12,Canh Rong Biển,Khuya,Thứ 6,Thấp,Món chính,1,Regular,đậm đà,Không hợp khẩu vị,Lạnh,Gia đình,Giao tận nơi
12,Mì Xào Hải Sản,4,2.72,18,3,Tương Ớt,Sáng,Chủ Nhật,Thấp,Món chính,1,New,thơm,Trang trí đẹp,Mát Mẻ,Một mình,Giao tận nơi
12,Cháo Hải Sản,1,0.6,23,0,N/A,Chiều,Chủ Nhật,Trung bình,Món chính,0,VIP,mềm,Trang trí đẹp,Mưa,Một mình,Mang về
12,Trà Sữa Trân Châu,2,1.77,13,4,Bánh Flan,Trưa,Chủ Nhật,Cao,Đồ uống,1,New,mềm,Nước chấm đậm đà,Lạnh,Cặp đôi,Mang về
12,Soup Ngô,5,3.25,15,2,Bánh Mì,Tối,Thứ 4,Trung bình,Khai vị,1,Regular,mặn,Phục vụ nhanh,Mưa,Cặp đôi,Mang về
12,Bún Bò Huế,4,3.4,1,1,Rau Sống,Trưa,Thứ 4,Thấp,Món chính,1,Regular,nhiều topping,Phục vụ nhanh,Mát Mẻ,Một mình,Tại quán
12,Pizza Hải Sản,3,3.16,24,17,Garlic Bread,Sáng,Thứ 4,Trung bình,Món chính,1,VIP,béo,Nước chấm đậm đà,Nắng,Nhóm bạn,Tại quán
12,Spaghetti Carbonara,5,4,29,15,N/A,Tối,Thứ 7,Trung bình,Món chính,1,VIP,béo,Món này rất ngon,Mưa,Một mình,Giao tận nơi
12,Cá Kho Tộ,4,2.5,19,1,N/A,Chiều,Thứ 5,Trung bình,Món chính,0,VIP,ngọt,Nước chấm đậm đà,Mát Mẻ,Nhóm bạn,Mang về
12,Đậu Hũ Sốt Cà,4,3.83,20,15,N/A,Chiều,Thứ 3,Cao,Món chính,0,VIP,cay,Khẩu phần hơi ít,Mưa,Gia đình,Mang về
12,Gà Rán,5,4.76,16,15,Coca,Sáng,Thứ 7,Thấp,Món chính,1,Regular,béo,Giá cả hợp lý,Mát Mẻ,Gia đình,Mang về
12,Gà Nướng Muối Ớt,4,3.86,25,19,N/A,Trưa,Chủ Nhật,Trung bình,Món chính,1,VIP,nóng,Nguyên liệu tươi,Mưa,Nhóm bạn,Giao tận nơi
12,Lẩu Nấm,3,2.84,24,13,Bún Tươi,Trưa,Thứ 6,Trung bình,Món chính,0,Regular,ngon,Phù hợp ăn tối,Nắng,Cặp đôi,Mang về
12,Phở Bò,4,2.65,7,1,Quẩy,Tối,Thứ 3,Cao,Món chính,0,Regular,giòn,Khá cay,Nắng,Nhóm bạn,Tại quán
12,Thịt Ba Chỉ Nướng,1,1.51,21,10,N/A,Trưa,Thứ 7,Thấp,Món chính,0,VIP,cay,Trang trí đẹp,Mưa,Nhóm bạn,Giao tận nơi
12,Bánh Plan Trà Xanh,1,0.68,25,1,N/A,Chiều,Thứ 4,Trung bình,Tráng miệng,1,VIP,thơm,Sẽ quay lại,Lạnh,Một mình,Giao tận nơi
12,Nem Rán,5,4.43,6,5,Tương Ớt,Chiều,Thứ 5,Cao,Khai vị,0,Regular,nhanh,Khá cay,Mưa,Cặp đôi,Giao tận nơi
12,Khoai Tây Lắc Phô Mai,2,1.2,11,0,N/A,Trưa,Thứ 4,Thấp,Khai vị,0,VIP,ngọt,Sẽ quay lại,Nắng,Cặp đôi,Giao tận nơi
12,Cà Phê Đen,3,3.55,7,7,N/A,Khuya,Thứ 5,Cao,Đồ uống,0,VIP,ngon,Khẩu phần hơi ít,Lạnh,Một mình,Mang về
12,Bánh Canh Cua,3,3.36,8,7,N/A,Sáng,Thứ 7,Trung bình,Món chính,1,New,ngọt,Trang trí đẹp,Nắng,Gia đình,Mang về
12,Cháo Hải Sản,1,0.6,11,0,N/A,Tối,Thứ 2,Trung bình,Món chính,0,Regular,nhiều topping,Sẽ quay lại,Nắng,Gia đình,Tại quán
12,Udon Nhật,4,3.76,27,19,Rong Biển,Khuya,Thứ 5,Thấp,Món chính,1,Regular,ngon,Khẩu phần hơi ít,Mưa,Gia đình,Mang về
12,Trà Đào Cam Sả,5,4.33,8,6,Bánh Ngọt,Trưa,Thứ 4,Thấp,Đồ uống,1,VIP,nhiều topping,Giá cả hợp lý,Mát Mẻ,Cặp đôi,Mang về
12,Soup Ngô,4,2.58,21,2,Trà Đá,Khuya,Thứ 6,Thấp,Khai vị,0,VIP,lạ,Không hợp khẩu vị,Mưa,Cặp đôi,Mang về
12,Gà Nướng Muối Ớt,4,4,19,16,N/A,Sáng,Thứ 5,Cao,Món chính,0,Regular,nhiều topping,Khá cay,Mát Mẻ,Nhóm bạn,Tại quán
12,Trà Đào Cam Sả,3,2.04,24,3,Bánh Ngọt,Trưa,Chủ Nhật,Cao,Đồ uống,1,New,sạch,Phục vụ nhanh,Lạnh,Cặp đôi,Tại quán
12,Bánh Plan Trà Xanh,1,0.6,25,0,N/A,Tối,Thứ 7,Thấp,Tráng miệng,0,VIP,ngon,Nguyên liệu tươi,Nắng,Một mình,Tại quán
12,Cơm Chiên Trứng,5,3.57,13,4,N/A,Chiều,Thứ 4,Cao,Món chính,0,New,lạ,Nước chấm đậm đà,Mát Mẻ,Cặp đôi,Giao tận nơi
12,Steak Bò Mỹ,3,1.88,25,1,Rượu Vang,Trưa,Thứ 2,Trung bình,Món chính,1,Regular,nhanh,Khẩu phần hơi ít,Nắng,Gia đình,Giao tận nơi
13,Cháo Hải Sản,4,3.6,29,18,N/A,Trưa,Thứ 2,Thấp,Món chính,0,VIP,rẻ,Nước chấm đậm đà,Mưa,Cặp đôi,Tại quán
13,Tempura Tôm,5,3,21,0,Nước Chấm,Khuya,Thứ 6,Thấp,Món chính,0,VIP,nóng,Không hợp khẩu vị,Mưa,Gia đình,Mang về
13,Sushi Cá Hồi,4,4.02,25,21,Wasabi,Chiều,Thứ 7,Cao,Món chính,1,VIP,giòn,Phục vụ nhanh,Mưa,Cặp đôi,Mang về
13,Tempura Tôm,1,1.53,14,7,Nước Chấm,Khuya,Thứ 6,Thấp,Món chính,0,Regular,ngọt,Khẩu phần hơi ít,Mát Mẻ,Gia đình,Tại quán
13,Pizza Phô Mai,4,2.4,8,0,N/A,Khuya,Thứ 7,Trung bình,Món chính,0,Regular,đặc sản,Khẩu phần hơi ít,Lạnh,Cặp đôi,Tại quán
13,Gỏi Gà Xé,4,2.93,29,8,N/A,Khuya,Thứ 2,Trung bình,Món chính,0,Regular,nóng,Phù hợp ăn tối,Mưa,Cặp đôi,Tại quán
13,Lẩu Bò,4,3.22,21,9,Bánh Đa,Khuya,Thứ 6,Thấp,Món chính,1,New,sạch,Khẩu phần hơi ít,Mưa,Cặp đôi,Tại quán
13,Sườn Xào Chua Ngọt,3,3.13,26,18,N/A,Sáng,Thứ 3,Cao,Món chính,0,New,giòn,Không hợp khẩu vị,Mát Mẻ,Một mình,Tại quán
13,Soup Ngô,5,3.8,24,10,Bánh Mì,Chiều,Thứ 4,Cao,Khai vị,0,VIP,thơm,Khá cay,Mát Mẻ,Một mình,Giao tận nơi
13,Rau Câu Dừa,1,0.6,16,0,N/A,Trưa,Chủ Nhật,Cao,Tráng miệng,1,Regular,sạch,Nguyên liệu tươi,Mưa,Gia đình,Tại quán
13,Gỏi Bò,3,3.05,23,15,N/A,Sáng,Thứ 4,Cao,Món chính,0,New,ngon,Món này rất ngon,Mưa,Cặp đôi,Mang về
13,Lẩu Thái,4,2.4,5,0,Rau Muống,Trưa,Thứ 5,Trung bình,Món chính,1,New,cay,Trang trí đẹp,Mưa,Cặp đôi,Tại quán
13,Salad Caesar,4,2.4,9,0,Nước Ép,Chiều,Thứ 7,Thấp,Khai vị,0,VIP,đặc sản,Khẩu phần hơi ít,Lạnh,Một mình,Mang về
13,Cơm Gà Hải Nam,4,2.67,14,2,Trà Đá,Trưa,Thứ 2,Trung bình,Món chính,0,New,nhiều topping,Phục vụ nhanh,Mát Mẻ,Gia đình,Giao tận nơi
13,Pizza Phô Mai,4,3.9,27,21,N/A,Khuya,Chủ Nhật,Trung bình,Món chính,1,Regular,nhanh,Món này rất ngon,Nắng,Cặp đôi,Mang về
13,Chè Thái,1,1,4,1,N/A,Trưa,Chủ Nhật,Thấp,Tráng miệng,1,Regular,rẻ,Không hợp khẩu vị,Mát Mẻ,Cặp đôi,Giao tận nơi
13,Tempura Tôm,1,0.6,10,0,Nước Chấm,Chiều,Thứ 7,Trung bình,Món chính,1,Regular,rẻ,Nguyên liệu tươi,Mưa,Nhóm bạn,Tại quán
13,Cơm Gà Hải Nam,1,0.6,23,0,Canh Rong Biển,Trưa,Chủ Nhật,Thấp,Món chính,1,VIP,mặn,Nước chấm đậm đà,Mưa,Gia đình,Mang về
13,Tempura Tôm,5,4.76,16,15,Rau Củ,Chiều,Thứ 4,Thấp,Món chính,0,New,nóng,Khá cay,Nắng,Một mình,Giao tận nơi
13,Cơm Tấm,3,3.05,15,10,Canh Chua,Chiều,Thứ 7,Thấp,Món chính,0,VIP,lạ,Không hợp khẩu vị,Mưa,Cặp đôi,Mang về
13,Gà Nướng Muối Ớt,3,2.5,19,7,N/A,Tối,Thứ 5,Thấp,Món chính,1,VIP,rẻ,Nguyên liệu tươi,Lạnh,Gia đình,Mang về
13,Cơm Chiên Hải Sản,3,3.03,12,8,Trà Đá,Trưa,Thứ 5,Cao,Món chính,1,New,rẻ,Giá cả hợp lý,Nắng,Một mình,Tại quán
13,Thịt Ba Chỉ Nướng,4,2.65,7,1,N/A,Sáng,Thứ 5,Trung bình,Món chính,1,Regular,giòn,Nước chấm đậm đà,Mát Mẻ,Gia đình,Giao tận nơi
13,Bún Bò Huế,4,2.82,18,4,Chả Lụa,Chiều,Thứ 7,Cao,Món chính,0,VIP,ngon,Phục vụ nhanh,Mưa,Gia đình,Tại quán
13,Phở Bò,5,4.18,16,10,Trà Đá,Khuya,Thứ 7,Trung bình,Món chính,0,VIP,nhiều topping,Khá cay,Mưa,Cặp đôi,Mang về
13,Bánh Xèo,3,2.72,12,6,Rau Sống,Sáng,Thứ 5,Cao,Món chính,1,VIP,nhiều topping,Nước chấm đậm đà,Lạnh,Gia đình,Mang về
13,Tôm Rang Me,3,2.8,13,7,N/A,Chiều,Thứ 6,Trung bình,Món chính,1,Regular,giòn,Phù hợp ăn tối,Mưa,Gia đình,Tại quán
13,Chè Thái,3,3.13,14,10,N/A,Tối,Thứ 4,Trung bình,Tráng miệng,0,Regular,đậm đà,Món này rất ngon,Lạnh,Gia đình,Tại quán
13,Gà Nướng Mật Ong,2,1.2,7,0,N/A,Tối,Thứ 3,Trung bình,Món chính,1,New,mềm,Sẽ quay lại,Lạnh,Gia đình,Mang về
13,Phở Gà,3,3.44,27,23,Quẩy,Sáng,Thứ 6,Thấp,Món chính,1,New,nhiều topping,Sẽ quay lại,Mát Mẻ,Một mình,Giao tận nơi
13,Sườn Xào Chua Ngọt,1,0.95,22,4,N/A,Chiều,Thứ 7,Cao,Món chính,1,Regular,mềm,Nguyên liệu tươi,Nắng,Nhóm bạn,Giao tận nơi
13,Pizza Hải Sản,2,2.09,8,4,Pepsi,Trưa,Thứ 4,Cao,Món chính,1,Regular,cay,Sẽ quay lại,Nắng,Nhóm bạn,Giao tận nơi
13,Gà Rán,3,2.02,8,1,Coca,Sáng,Thứ 2,Cao,Món chính,1,Regular,nhanh,Phục vụ nhanh,Mát Mẻ,Một mình,Mang về
13,Pizza Phô Mai,4,4.27,29,28,N/A,Sáng,Thứ 6,Thấp,Món chính,1,New,sạch,Giá cả hợp lý,Mưa,Gia đình,Mang về
13,Lẩu Nấm,4,2.99,16,5,Bún Tươi,Chiều,Thứ 4,Cao,Món chính,1,New,thơm,Món này rất ngon,Nắng,Nhóm bạn,Giao tận nơi
13,Phở Bò,3,2.47,2,1,Quẩy,Trưa,Thứ 7,Trung bình,Món chính,0,Regular,đặc sản,Giá cả hợp lý,Nắng,Một mình,Mang về
13,Spaghetti Carbonara,4,3,19,6,N/A,Khuya,Thứ 6,Thấp,Món chính,1,VIP,mềm,Nước chấm đậm đà,Mưa,Một mình,Tại quán
14,Khoai Tây Chiên,3,2.51,13,5,N/A,Trưa,Thứ 2,Cao,Món chính,0,Regular,mặn,Nguyên liệu tươi,Nắng,Cặp đôi,Tại quán
14,Ramen Nhật,5,4.33,29,20,Trứng Lòng Đào,Chiều,Thứ 5,Trung bình,Món chính,0,Regular,lạ,Phục vụ nhanh,Mát Mẻ,Gia đình,Giao tận nơi
14,Bún Chả,4,3.48,12,7,Trà Chanh,Sáng,Thứ 7,Cao,Món chính,0,Regular,sạch,Khẩu phần hơi ít,Mưa,Cặp đôi,Mang về
14,Cà Ri Gà,5,4,19,10,Cơm Trắng,Chiều,Thứ 3,Cao,Món chính,1,Regular,ngọt,Món này rất ngon,Mưa,Cặp đôi,Tại quán
14,Mì Ý Bò Bằm,1,0.6,2,0,Coca,Khuya,Thứ 7,Trung bình,Món chính,1,Regular,giòn,Giá cả hợp lý,Mưa,Gia đình,Mang về
14,Bánh Canh Cua,3,3.06,26,17,N/A,Khuya,Chủ Nhật,Thấp,Món chính,1,VIP,giòn,Giá cả hợp lý,Mưa,Nhóm bạn,Giao tận nơi
14,Gỏi Bò,3,3.61,30,28,N/A,Sáng,Thứ 4,Cao,Món chính,0,Regular,mềm,Nguyên liệu tươi,Lạnh,Gia đình,Tại quán
14,Cơm Gà Hải Nam,4,3.73,17,12,Trà Đá,Trưa,Thứ 6,Thấp,Món chính,0,Regular,cay,Trang trí đẹp,Lạnh,Một mình,Giao tận nơi
14,Cơm Rang Kim Chi,3,3.13,2,2,N/A,Tối,Thứ 3,Trung bình,Món chính,1,Regular,nhanh,Giá cả hợp lý,Mát Mẻ,Nhóm bạn,Tại quán
14,Cà Phê Sữa Đá,3,2.8,1,1,Bánh Mì,Chiều,Thứ 2,Cao,Đồ uống,0,Regular,nhiều topping,Phục vụ nhanh,Mưa,Nhóm bạn,Giao tận nơi
14,Chè Thái,5,3.31,12,2,N/A,Khuya,Thứ 2,Thấp,Tráng miệng,0,New,giòn,Khá cay,Lạnh,Nhóm bạn,Mang về
14,Rau Câu Dừa,5,3.8,19,8,N/A,Trưa,Thứ 6,Thấp,Tráng miệng,1,New,cay,Món này rất ngon,Lạnh,Một mình,Giao tận nơi
14,Cà Ri Gà,2,1.85,30,10,Bánh Mì,Khuya,Thứ 6,Thấp,Món chính,1,VIP,đặc sản,Khẩu phần hơi ít,Lạnh,Gia đình,Tại quán
14,Rau Câu Dừa,2,1.87,2,1,N/A,Tối,Thứ 7,Trung bình,Tráng miệng,0,VIP,ngọt,Khá cay,Nắng,Một mình,Mang về
14,Pizza Hải Sản,3,3.3,27,21,Pepsi,Tối,Thứ 3,Trung bình,Món chính,0,New,sạch,Giá cả hợp lý,Mưa,Nhóm bạn,Mang về
14,Mực Chiên Giòn,3,3.37,27,22,N/A,Chiều,Thứ 7,Cao,Món chính,1,Regular,ngon,Khẩu phần hơi ít,Mát Mẻ,Cặp đôi,Mang về
14,Hamburger Bò,4,4.05,16,14,Khoai Tây Chiên,Tối,Thứ 2,Thấp,Món chính,0,VIP,lạ,Phục vụ nhanh,Mưa,Nhóm bạn,Tại quán
14,Soup Ngô,4,3.73,5,4,Bánh Mì,Khuya,Thứ 2,Trung bình,Khai vị,1,New,mặn,Khẩu phần hơi ít,Lạnh,Cặp đôi,Tại quán
14,Trà Sữa Trân Châu,1,1.33,10,4,Bánh Flan,Trưa,Thứ 3,Cao,Đồ uống,1,Regular,lạ,Khẩu phần hơi ít,Mát Mẻ,Cặp đôi,Giao tận nơi
14,Cơm Rang Kim Chi,5,4.23,25,16,N/A,Khuya,Thứ 5,Cao,Món chính,0,VIP,béo,Món này rất ngon,Mưa,Một mình,Giao tận nơi
14,Bánh Canh Cua,4,3.73,14,10,N/A,Sáng,Thứ 6,Trung bình,Món chính,0,VIP,rẻ,Trang trí đẹp,Mát Mẻ,Cặp đôi,Giao tận nơi
14,Bánh Xèo,5,3.75,23,9,Nước Mắm,Sáng,Thứ 7,Trung bình,Món chính,0,New,đặc sản,Trang trí đẹp,Mát Mẻ,Một mình,Tại quán
14,Gỏi Gà Xé,5,3.73,29,11,N/A,Chiều,Chủ Nhật,Cao,Món chính,1,Regular,thơm,Nước chấm đậm đà,Nắng,Một mình,Mang về
14,Cà Phê Đen,5,3.38,15,3,N/A,Trưa,Thứ 3,Thấp,Đồ uống,0,Regular,nhanh,Khá cay,Mát Mẻ,Nhóm bạn,Tại quán
14,Ramen Nhật,3,3,9,6,Kimchi,Chiều,Chủ Nhật,Trung bình,Món chính,0,Regular,thơm,Trang trí đẹp,Mưa,Gia đình,Giao tận nơi
14,Bánh Mì Thịt,2,1.63,13,3,Nước Ngọt,Tối,Thứ 4,Cao,Món chính,1,VIP,đậm đà,Nguyên liệu tươi,Nắng,Cặp đôi,Giao tận nơi
14,Hamburger Bò,4,3.67,21,14,Coca,Sáng,Thứ 3,Thấp,Món chính,0,Regular,sạch,Món này rất ngon,Mưa,Cặp đôi,Mang về
14,Gà Nướng Mật Ong,4,4.18,26,24,N/A,Tối,Thứ 3,Trung bình,Món chính,1,Regular,cay,Sẽ quay lại,Lạnh,Nhóm bạn,Giao tận nơi
14,Cá Kho Tộ,3,2.47,8,3,N/A,Trưa,Thứ 3,Trung bình,Món chính,1,VIP,béo,Sẽ quay lại,Nắng,Gia đình,Mang về
14,Pizza Hải Sản,2,1.2,3,0,Pepsi,Sáng,Thứ 5,Trung bình,Món chính,1,VIP,đậm đà,Không hợp khẩu vị,Mát Mẻ,Cặp đôi,Mang về
14,Sinh Tố Dâu,3,2.6,19,8,Rau Câu,Khuya,Thứ 4,Trung bình,Đồ uống,1,New,nhanh,Phù hợp ăn tối,Mưa,Gia đình,Giao tận nơi
14,Đậu Hũ Sốt Cà,5,4.58,18,15,N/A,Tối,Thứ 2,Thấp,Món chính,0,Regular,nhanh,Giá cả hợp lý,Lạnh,Một mình,Tại quán
14,Cháo Hải Sản,5,4.78,8,8,N/A,Sáng,Thứ 6,Thấp,Món chính,1,New,béo,Khẩu phần hơi ít,Lạnh,Cặp đôi,Mang về
14,Khoai Tây Lắc Phô Mai,5,4.23,12,8,N/A,Chiều,Chủ Nhật,Cao,Khai vị,0,New,sạch,Phù hợp ăn tối,Nắng,Nhóm bạn,Tại quán
14,Soup Ngô,4,4.05,16,14,Bánh Mì,Tối,Thứ 6,Trung bình,Khai vị,0,Regular,sạch,Trang trí đẹp,Lạnh,Cặp đôi,Mang về
14,Lẩu Bò,1,1.04,17,4,Bánh Đa,Trưa,Thứ 6,Cao,Món chính,0,Regular,mềm,Khẩu phần hơi ít,Nắng,Gia đình,Giao tận nơi
